intention_likelihood_1,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,study_content,Condition,CTA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,1,6,1,23,It’s okay ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
8,5,5,4,5,1,4,1,7,2,4,1,6,10,2,6,2,4,8,1,1,5,7,8,9,1,1,1,6,1,23,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
64,7,7,4,8,5,8,4,6,7,2,5,6,7,5,4,1,6,7,5,6,5,5,6,5,3,3,,1,,22,Idk rlly,Control,Get vaccinated against HPV today.
7,7,6,5,8,8,6,5,7,8,6,10,8,6,5,5,8,8,8,6,6,9,8,6,7,2,2,,1,,18,HPV ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,8,7,7,9,8,7,9,9,9,8,9,8,7,7,6,6,8,8,8,9,8,7,7,6,1,1,2,2,1,25,The first time ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5,7,6,5,5,6,6,6,6,8,7,7,6,6,5,7,6,7,6,5,6,6,5,5,2,2,,1,,20,It is ,Control,Get vaccinated against HPV today.
65,8,8,7,6,9,9,9,6,8,9,10,8,5,9,7,10,7,5,8,10,10,2,4,4,1,1,2,1,,26,How i feel abot vaccines ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,8,9,7,6,9,9,9,8,8,9,9,9,7,9,8,8,8,7,9,9,9,6,7,6,1,1,4,1,,21,HPV vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
52,6,7,4,5,6,2,6,7,4,6,6,7,7,4,2,7,8,8,5,6,6,4,5,7,1,1,3,2,1,26,Informative,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8,8,5,8,7,5,8,4,5,4,6,5,7,9,9,2,8,5,7,7,5,6,10,10,2,2,,1,,18,Interesting study to say the least ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
86,8,6,5,7,8,9,7,10,6,10,9,8,9,6,7,5,6,5,8,5,10,7,8,6,1,1,3,1,,26,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5,9,6,7,9,6,5,9,4,5,5,7,9,6,5,6,7,8,4,5,6,6,7,10,1,1,2,1,,24,Hpv ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
80,5,8,8,7,9,8,9,8,10,8,9,10,5,7,8,9,6,9,6,7,10,8,8,8,1,1,2,2,1,21,It is about HOV vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5,6,4,6,5,8,9,6,8,8,7,6,8,8,7,8,6,6,6,6,6,4,5,5,1,1,1,1,,26,Attitudes towards hpv and hpv vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,9,7,8,5,5,4,10,7,10,4,6,2,1,6,6,9,4,7,5,8,10,2,9,4,1,1,4,1,,22,Vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
84,10,10,10,9,9,9,8,8,8,10,10,10,9,9,9,8,8,8,10,10,10,9,9,9,1,2,1,1,,25,women sexual throat ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,8,7,7,6,6,7,5,7,7,8,8,7,7,8,5,6,7,7,6,7,8,7,8,1,1,2,1,,26,About vaccination,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
75,7,6,5,10,1,4,8,8,5,6,1,8,10,5,8,1,2,10,4,9,6,10,7,9,1,1,2,1,,26,Hpv vaccine,Control,Get vaccinated against HPV today.
36,5,7,4,4,5,7,8,5,4,4,6,4,2,5,1,4,1,6,8,2,5,6,4,6,1,1,2,1,,22,"It was decent , certain people would love it .",Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5,8,9,1,6,6,6,5,8,6,5,2,2,8,4,8,10,1,10,7,8,1,1,1,1,2,1,1,,21,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,8,10,10,7,10,8,8,9,7,9,9,10,7,8,9,7,7,8,7,7,9,9,9,7,1,1,1,2,1,22,Vaccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
80,8,10,9,5,8,7,9,6,7,5,9,8,2,10,7,10,9,2,8,10,10,1,2,4,1,2,1,4,1,25,HPV Vaccine,Control,Get vaccinated against HPV today.
100,5,6,6,5,6,5,5,6,6,7,7,7,8,7,7,6,7,5,6,5,7,5,7,6,1,1,1,5,1,22,It's about me considering to get the HPV Vaccine I'm going to assume.,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8,10,10,4,10,7,6,6,9,8,10,10,1,6,7,10,8,2,9,6,10,9,10,1,1,1,4,2,1,21,It's reasonable ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
50,6,7,5,7,6,7,6,8,5,4,5,8,9,7,7,7,8,9,9,8,9,9,9,7,1,1,1,2,1,21,Hpv ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,10,7,8,2,5,7,7,2,7,5,10,5,7,4,10,7,9,2,5,10,8,9,5,7,1,1,2,1,,24,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
99,9,8,8,8,8,9,8,8,9,7,7,8,9,8,7,6,8,10,8,10,8,7,9,9,1,1,3,1,,23,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
61,5,2,4,6,1,7,8,9,10,8,6,6,2,1,2,1,1,4,1,1,1,5,1,6,1,2,1,1,,21,Vaccines ,Control,Get vaccinated against HPV today.
71,4,7,9,5,5,5,4,4,7,7,5,7,8,4,4,5,6,8,8,2,8,9,10,6,1,1,1,5,1,20,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5,6,6,7,5,6,7,6,8,5,6,6,6,6,9,4,8,6,9,9,7,8,8,8,1,1,1,2,1,21,HPV Vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,9,8,9,9,8,9,9,9,7,7,7,8,8,10,10,9,8,8,10,10,7,7,10,9,1,1,1,1,,23,HPV vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5,4,6,6,1,1,5,2,8,4,1,7,7,4,8,4,8,9,7,2,5,9,9,10,1,1,4,6,1,22,HPV vaccinations,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
43,8,8,7,7,6,7,6,7,8,8,9,8,5,6,7,7,7,8,8,9,7,5,4,7,1,1,1,2,1,24,HPV,Control,Get vaccinated against HPV today.
87,6,5,7,8,4,9,10,2,1,1,1,1,10,1,2,1,1,5,2,5,5,8,5,10,2,2,,1,,24,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,9,6,2,7,6,7,5,9,5,10,8,2,8,8,9,9,4,9,8,10,2,8,4,1,1,1,1,,23,the hpv virus that causes cancer through sex,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5,5,4,4,4,4,8,8,8,9,8,8,10,8,7,6,4,6,7,6,4,4,7,7,1,1,1,1,,19,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
18,7,6,9,4,7,8,2,10,7,7,4,6,8,5,5,6,7,8,8,5,10,8,8,6,2,2,,2,1,22,Hpv vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
86,8,9,9,8,10,7,7,9,8,7,10,10,8,8,8,5,4,9,9,8,8,9,7,9,1,1,2,1,,22,Hpv vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,10,7,6,10,8,10,9,8,9,9,10,10,8,10,10,9,10,7,10,10,9,5,7,7,1,1,4,1,,26,HPV vaccine and all the questions you could think of and their answers good stuff ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
79,8,8,4,6,6,8,9,10,6,4,2,1,4,5,6,8,7,10,10,8,6,2,1,5,1,1,2,2,1,24,Hpv,Control,Get vaccinated against HPV today.
100,8,6,10,9,10,7,9,10,10,8,10,10,5,7,7,10,6,8,9,9,10,1,9,6,1,1,2,6,1,30,About getting the vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
7,7,8,6,6,9,9,4,5,10,9,10,6,4,7,7,8,9,5,5,4,8,7,8,5,1,1,3,2,3,25,I think it was an informative and all around good survey ,Control,Get vaccinated against HPV today.
35,4,1,2,7,1,6,9,1,4,2,1,2,10,1,10,4,7,9,6,6,1,10,2,10,2,2,,1,,20,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,10,6,8,9,4,5,9,10,6,8,4,10,1,4,7,9,7,4,7,6,9,2,4,5,1,1,4,3,,26,I thought it was engaging with the info and pretty informative ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
100,6,5,9,6,6,7,8,7,7,7,7,8,8,7,8,10,7,9,9,8,9,10,8,8,2,2,,1,,16,It is a good study ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
45,8,5,4,1,4,8,7,5,7,8,7,6,9,8,4,6,6,7,5,4,2,2,4,8,2,2,,4,2,26,Nothing ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
41,2,4,5,5,4,2,2,5,4,2,1,1,6,4,7,2,5,7,2,1,1,5,4,6,1,1,1,1,,18,HPV awareness and the importance of seeking out the vaccine,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
20,4,6,6,6,6,7,7,7,7,8,6,7,6,6,6,6,5,6,6,7,6,7,7,8,2,2,,1,,20,That it is the one ,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
80,1,5,6,4,2,6,8,7,9,8,7,10,10,9,7,2,1,2,5,8,5,4,2,8,1,1,1,2,1,20,Hpv ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
15,6,4,5,5,2,2,7,7,5,6,2,1,2,2,4,5,5,5,2,4,4,6,4,9,1,1,1,2,1,21,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
50,10,6,7,9,7,10,8,10,7,9,8,6,7,10,10,10,8,5,9,6,7,4,4,6,1,1,1,1,,25,"Nice and informative, will do anytime again. ",Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,8,8,9,10,10,10,1,1,4,1,,21,Vaccines and sex,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
91,5,7,9,6,7,8,9,10,6,7,8,9,10,5,4,6,9,8,6,7,9,8,9,8,1,1,1,1,,19,I have no problem doing it ,Control,Get vaccinated against HPV today.
20,2,1,6,5,4,2,7,2,8,1,4,10,4,7,2,6,9,10,8,7,7,9,6,10,1,1,5,1,,19,Vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
